IsUrban;NTLBin;NTLArea;X_deg;Y_deg;GridCellArea;ID;Pop;Elevation;LandCover;NightLights;Slope;GHI;TravelHours;WindVel;SubstationDist;RoadDist;CurrentMVLineDist;PlannedMVLinedist;Hydropower;HydropowerFID;HydropowerDist;X;Y;CurrentHVLineDist;PlannedHVLineDist;TransformerDist;ResidentialDemandTierCustom;NTLBin.1;PerCapitaDemand;HealthDemand;EducationDemand;AgriDemand;ElectrificationOrder;Conflict;CommercialDemand;ResidentialDemandTier1;ResidentialDemandTier2;ResidentialDemandTier3;ResidentialDemandTier4;ResidentialDemandTier5;Country;RoadDistClassified;SubstationDistClassified;LandCoverClassified;ElevationClassified;SlopeClassified;GridClassification;GridPenalty;WindCF;PopStartYear;PopEndYear;Pop2023;Pop2030;Pop2018;ElecPop;ElecStart;GridDistCalibElec;Elec_Initial_Status_Grid2018;Elec_Init_Status_Offgrid2018;Actual_Elec_Status_2018;FinalElecCode2018;GridReachYear;NumPeoplePerHH;TotalEnergyPerCell;InvestmentCostLV2030;InvestmentCostMV2030;InvestmentCostHV2030;InvestmentCostTransformer2030;InvestmentCostConnection2030;InfrastructureCapitaCost2030;ResultsNoTimestep;NewConnections2023;EnergyPerSettlement2023;MG_Hydro2023;MG_PV2023;MG_Wind2023;MG_Diesel2023;SA_Diesel2023;SA_PV2023;Minimum_Tech_Off_grid2023;Minimum_LCOE_Off_grid2023;Off_Grid_Code2023;Elec_Initial_Status_Grid2023;Elec_Init_Status_Offgrid2023;Actual_Elec_Status_2023;Grid_extension2023;MinGridDist2023;ElectrificationOrder2023;MinimumOverall2023;MinimumOverallLCOE2023;MinimumOverallCode2023;InvestmentCost2023;InvestmentCapita2023;ElecStatusIn2023;GridElecIn2023;OffGridElecIn2023;FinalElecCode2023;NewCapacity2023;InvestmentCostLV2023;InvestmentCostMV2023;InvestmentCostHV2023;InvestmentCostTransformer2023;InvestmentCostConnection2023;InfrastructureCapitaCost2023;NewConnections2030;EnergyPerSettlement2030;MG_Hydro2030;MG_PV2030;MG_Wind2030;MG_Diesel2030;SA_Diesel2030;SA_PV2030;Minimum_Tech_Off_grid2030;Minimum_LCOE_Off_grid2030;Off_Grid_Code2030;Elec_Initial_Status_Grid2030;Elec_Init_Status_Offgrid2030;Actual_Elec_Status_2030;Grid_extension2030;MinGridDist2030;ElectrificationOrder2030;MinimumOverall2030;MinimumOverallLCOE2030;MinimumOverallCode2030;InvestmentCost2030;ElecStatusIn2030;GridElecIn2030;OffGridElecIn2030;FinalElecCode2030;NewCapacity2030
0;0;0.04;33.01946;-13.76843;0.008;mw-168913;4.480065532;1104;14;0.04;0.46726;2043;1.25;4.6367;74.30015;2.55256;2.19076;2.19076;221;2216;28.8097;3250269.533;-1696106.785;3.62978606;3.62978606;2.19867;65.39186508;0;43.8;0;0;0;0;0;0;7.738;43.8;160.6;423.4;598.6;Malawi;5;1;5;3;5;3.9;1.107634822;0.058918596;5.022690078;7.23456637;5.847471308;7.23456637;5.022690078;0;0;2.19867;0;0;0;99;2018;5.5;316.874007;0;0;0;0;0;0;3;5.847471308;256.1192433;99;2.190741824;99;2.70857075;0.757354008;0.376434449;SA_PV2023;0.376434449;3;0;0;0;99;0;0;SA_PV2023;0.376434449;3;766.115102;131.016479;0;0;0;99;0;0;0;0;0;0;0;7.23456637;316.874007;99;1.849591961;99;2.361717307;0.753487577;0.385821314;SA_PV2030;0.385821314;3;0;0;1;99;0;0;SA_PV2030;0.385821314;3;645.0890227;1;0;1;3;0.172335893
0;0;0.04;33.01946;-9.57005;0.009;mw-168962;4.569815319;1405;9;0.04;0.68076;2161;2.38333;5.42308;105.91744;6.12433;18.96;18.96;337;3052;70.56414;3280804.725;-1181177.544;31.66318468;31.66318468;22.67863;26;0;43.8;0;0;0;0;0;0;7.738;43.8;160.6;423.4;598.6;Malawi;4;1;5;3;5;3.75;1.093553159;0.101454002;5.12331034;7.379497462;5.964614528;7.379497462;5.12331034;0;0;22.67863;0;0;0;99;2018;5.5;323.2219888;0;0;0;0;0;0;3;5.964614528;261.2501163;99;2.156652922;2.477705448;2.6844997;0.814336484;0.355879491;SA_PV2023;0.355879491;3;0;0;1;99;0;0;SA_PV2023;0.355879491;3;738.7915265;123.8624094;1;0;1;3;0.134325732;0;0;0;0;0;0;1.414882934;61.97187251;99;8.795461796;9.11979418;9.906285895;0.810470053;0.364753792;SA_PV2030;0.364753792;3;0;1;1;99;0;0;SA_PV2030;0.364753792;3;119.272756;1;0;1;3;0.031863783
0;0;0.04;33.01946;-13.38342;0.008;mw-168967;4.595549787;1076;14;0.04;0.40955;2089;2.41667;5.12983;63.29081;2.80079;2.18288;2.18288;221;2216;49.90817;3253529.637;-1649016.468;12.26281347;12.26281347;7.50463;134.2222222;0;43.8;0;0;0;0;0;0;7.738;43.8;160.6;423.4;598.6;Malawi;5;1;5;3;5;3.9;1.107634822;0.084544193;5.152161761;7.42105438;5.998203672;7.42105438;5.152161761;0;0;7.50463;0;0;0;99;2018;5.5;325.0421818;0;0;0;0;0;0;3;5.998203672;262.7213208;99;2.13952584;99;2.660139917;0.81601278;0.368145323;SA_PV2023;0.368145323;3;0;0;0;99;0;0;SA_PV2023;0.368145323;3;768.558728;128.1314824;0;0;0;99;0;0;0;0;0;0;0;7.42105438;325.0421818;99;1.806793799;99;2.32189912;0.812146348;0.377325488;SA_PV2030;0.377325488;3;0;0;1;99;0;0;SA_PV2030;0.377325488;3;647.1466199;1;0;1;3;0.172885582
0;0;0.04;33.01946;-13.39009;0.008;mw-169022;4.59599234;1076;9;0.04;0.40955;2089;2.41667;5.03239;63.73949;2.22708;1.51096;1.51096;221;2216;49.30714;3253473.977;-1649832.132;11.87044513;11.87044513;6.76807;131.2148148;0;43.8;0;0;0;0;0;0;7.738;43.8;160.6;423.4;598.6;Malawi;5;1;5;3;5;3.9;1.107634822;0.079182398;5.152657916;7.42176903;5.998781301;7.42176903;5.152657916;0;0;6.76807;0;0;0;99;2018;5.5;325.0734835;0;0;0;0;0;0;3;5.998781301;262.746621;99;2.139348745;99;2.659950002;0.81601278;0.368145323;SA_PV2023;0.368145323;3;0;0;0;99;0;0;SA_PV2023;0.368145323;3;768.6327405;128.1314824;0;0;0;99;0;0;0;0;0;0;0;7.42176903;325.0734835;99;1.806648333;99;2.321741382;0.812146348;0.377325488;SA_PV2030;0.377325488;3;0;0;1;99;0;0;SA_PV2030;0.377325488;3;647.2089403;1;0;1;3;0.17290223
0;0;0.04;33.01946;-9.58922;0.009;mw-169023;4.612953191;1373;9;0.04;0.6401;2163;3.11667;5.18097;105.0743;4.76928;19.03703;19.03703;337;3052;70.45801;3280690.378;-1183534.72;30.76284741;30.7628474;23.1694;26;0;43.8;0;0;0;0;0;0;7.738;43.8;160.6;423.4;598.6;Malawi;5;1;5;3;5;3.9;1.107634822;0.087411932;5.171673061;7.449158005;6.020918943;7.449158005;5.171673061;0;0;23.1694;0;0;0;99;2018;5.5;326.2731206;0;0;0;0;0;0;3;6.020918943;263.7162497;99;2.139133574;99;2.667380983;0.851207942;0.35555043;SA_PV2023;0.35555043;3;0;0;1;99;0;0;SA_PV2023;0.35555043;3;745.075961;123.747881;1;0;1;3;0.135468357;0;0;0;0;0;0;1.428239062;62.55687092;99;8.720883598;99;9.827088755;0.847341511;0.364416525;SA_PV2030;0.364416525;3;0;1;1;99;0;0;SA_PV2030;0.364416525;3;120.2873343;1;0;1;3;0.032134829
0;0;0.04;33.01946;-13.61092;0.008;mw-169026;4.728116596;1071;9;0.04;0.14593;2059;1.38333;4.90814;81.89972;6.84833;7.15078;7.15078;221;2216;32.72376;3251614.457;-1676846.097;1.13370156;1.13370156;7.13493;171.3888889;0;43.8;0;0;0;0;0;0;7.738;43.8;160.6;423.4;598.6;Malawi;4;1;5;3;5;3.75;1.093553159;0.07254942;5.300785033;7.635127896;6.171232527;7.635127896;5.300785033;0;0;7.13493;0;0;0;99;2018;5.5;334.4186018;0;0;0;0;0;0;3;6.171232527;270.2999847;99;2.090415668;99;2.602701934;0.764057681;0.373509267;SA_PV2023;0.373509267;3;0;0;0;99;0;0;SA_PV2023;0.373509267;3;802.2502378;129.9983811;0;0;0;99;0;0;0;0;0;0;0;7.635127896;334.4186018;99;1.766926137;99;2.273831615;0.76019125;0.382823188;SA_PV2030;0.382823188;3;0;0;1;99;0;0;SA_PV2030;0.382823188;3;675.5157555;1;0;1;3;0.180464412
0;0;0.04;33.01946;-13.38675;0.008;mw-169030;5.27332;1076;9;0.04;0.40955;2089;2.41667;5.03239;63.51447;2.50322;1.84064;1.84064;221;2216;49.60719;3253501.811;-1649424.301;12.06750586;12.06750586;7.13632;134.2222222;0;43.8;0;0;0;0;0;0;7.738;43.8;160.6;423.4;598.6;Malawi;5;1;5;3;5;3.9;1.107634822;0.079182398;5.912023352;8.515541404;6.882842936;8.515541404;5.912023352;0;0;7.13632;0;0;0;99;2018;5.5;372.9807135;0;0;0;0;0;0;3;6.882842936;301.4685206;99;1.902799103;99;2.406277874;0.81601278;0.368145323;SA_PV2023;0.368145323;3;0;0;0;99;0;0;SA_PV2023;0.368145323;3;881.9088683;128.1314824;0;0;0;99;0;0;0;0;0;0;0;8.515541404;372.9807135;99;1.612316684;99;2.111015456;0.812146348;0.377325488;SA_PV2030;0.377325488;3;0;0;1;99;0;0;SA_PV2030;0.377325488;3;742.5904129;1;0;1;3;0.198383444
0;0;0.04;33.01946;-13.33759;0.008;mw-169031;5.275388936;1095;9;0.04;0.60504;2081;2.35;5.05486;60.35998;5.44422;7.30806;7.30806;221;2216;54.13169;3253911.549;-1643408.544;14.96408125;14.96408125;12.57166;102;0;43.8;0;0;0;0;0;0;7.738;43.8;160.6;423.4;598.6;Malawi;4;1;5;3;5;3.75;1.093553159;0.080406675;5.914342877;8.518882394;6.885543352;8.518882394;5.914342877;0;0;12.57166;0;0;0;99;2018;5.5;373.1270489;0;0;0;0;0;0;3;6.885543352;301.5867988;99;1.902820806;99;2.405464835;0.812660692;0.369560586;SA_PV2023;0.369560586;3;0;0;0;99;0;0;SA_PV2023;0.369560586;3;885.646534;128.6240589;0;0;0;99;0;0;0;0;0;0;0;8.518882394;373.1270489;99;1.612459073;99;2.110316788;0.80879426;0.378776042;SA_PV2030;0.378776042;3;0;0;1;99;0;0;SA_PV2030;0.378776042;3;745.7376256;1;0;1;3;0.199224224
0;0;0.04;33.01946;-13.68176;0.008;mw-169063;5.731019574;1119;9;0.04;0.68032;2051;1.26667;4.66447;78.09331;1.45467;3.34704;3.34704;221;2216;29.78899;3251011.524;-1685508.921;5.30101826;5.30101825;3.30417;43.18783069;0;43.8;0;0;0;0;0;0;7.738;43.8;160.6;423.4;598.6;Malawi;5;1;5;3;5;3.9;1.107634822;0.060256079;6.425159397;9.25465067;7.480241591;9.25465067;6.425159397;0;0;3.30417;0;0;0;99;2018;5.5;405.3536993;0;0;0;0;0;0;3;7.480241591;327.6345817;99;1.777434965;99;2.266106782;0.758192156;0.374966153;SA_PV2023;0.374966153;3;0;0;0;99;0;0;SA_PV2023;0.374966153;3;976.2122538;130.5054445;0;0;0;99;0;0;0;0;0;0;0;9.25465067;405.3536993;99;1.509899594;99;1.994144902;0.754325724;0.384316404;SA_PV2030;0.384316404;3;0;0;1;99;0;0;SA_PV2030;0.384316404;3;821.9963386;1;0;1;3;0.219596782
0;0;0.04;33.01946;-9.48755;0.009;mw-169064;5.798763404;1622;9;0.04;4.32432;2164;2.58333;4.65598;109.94014;7.39436;21.20126;21.20126;337;3052;71.73788;3281294.291;-1171030.86;36.70271634;36.70271633;22.80521;26;0;43.8;0;0;0;0;0;0;7.738;43.8;160.6;423.4;598.6;Malawi;4;1;5;3;5;3.75;1.093553159;0.059845751;6.501108345;9.364045773;7.568662196;9.364045773;6.501108345;0;0;22.80521;0;0;0;99;2018;5.5;410.1452049;0;0;0;0;0;0;3;7.568662196;331.5074042;99;1.761824131;99;2.261746062;0.824392245;0.355386128;SA_PV2023;0.355386128;3;0;0;1;99;0;0;SA_PV2023;0.355386128;3;936.1730966;123.6906962;1;0;1;3;0.17021329;0;0;0;0;0;0;1.795383577;78.63780067;99;7.103817624;99;8.072591026;0.820525814;0.364248126;SA_PV2030;0.364248126;3;0;1;1;99;0;0;SA_PV2030;0.364248126;3;151.1386382;1;0;1;3;0.040376772
