IsUrban,NTLBin,NTLArea,X_deg,Y_deg,GridCellArea,ID,Pop,Elevation,LandCover,NightLights,Slope,GHI,TravelHours,WindVel,SubstationDist,RoadDist,CurrentMVLineDist,PlannedMVLinedist,Hydropower,HydropowerFID,HydropowerDist,X,Y,CurrentHVLineDist,PlannedHVLineDist,TransformerDist,ResidentialDemandTierCustom,NTLBin.1,PerCapitaDemand,HealthDemand,EducationDemand,AgriDemand,ElectrificationOrder,Conflict,CommercialDemand,ResidentialDemandTier1,ResidentialDemandTier2,ResidentialDemandTier3,ResidentialDemandTier4,ResidentialDemandTier5,Country,RoadDistClassified,SubstationDistClassified,LandCoverClassified,ElevationClassified,SlopeClassified,GridClassification,GridPenalty,WindCF,PopStartYear,PopEndYear,Pop2023,Pop2030,Pop2018,ElecPop,ElecStart,GridDistCalibElec,Elec_Initial_Status_Grid2018,Elec_Init_Status_Offgrid2018,Actual_Elec_Status_2018,FinalElecCode2018,GridReachYear,NumPeoplePerHH,TotalEnergyPerCell,InvestmentCostLV2030,InvestmentCostMV2030,InvestmentCostHV2030,InvestmentCostTransformer2030,InvestmentCostConnection2030,InfrastructureCapitaCost2030,ResultsNoTimestep,NewConnections2023,EnergyPerSettlement2023,MG_Hydro2023,MG_PV2023,MG_Wind2023,MG_Diesel2023,SA_Diesel2023,SA_PV2023,Minimum_Tech_Off_grid2023,Minimum_LCOE_Off_grid2023,Off_Grid_Code2023,Elec_Initial_Status_Grid2023,Elec_Init_Status_Offgrid2023,Actual_Elec_Status_2023,Grid_extension2023,MinGridDist2023,ElectrificationOrder2023,MinimumOverall2023,MinimumOverallLCOE2023,MinimumOverallCode2023,InvestmentCost2023,InvestmentCapita2023,ElecStatusIn2023,GridElecIn2023,OffGridElecIn2023,FinalElecCode2023,NewCapacity2023,InvestmentCostLV2023,InvestmentCostMV2023,InvestmentCostHV2023,InvestmentCostTransformer2023,InvestmentCostConnection2023,InfrastructureCapitaCost2023,NewConnections2030,EnergyPerSettlement2030,MG_Hydro2030,MG_PV2030,MG_Wind2030,MG_Diesel2030,SA_Diesel2030,SA_PV2030,Minimum_Tech_Off_grid2030,Minimum_LCOE_Off_grid2030,Off_Grid_Code2030,Elec_Initial_Status_Grid2030,Elec_Init_Status_Offgrid2030,Actual_Elec_Status_2030,Grid_extension2030,MinGridDist2030,ElectrificationOrder2030,MinimumOverall2030,MinimumOverallLCOE2030,MinimumOverallCode2030,InvestmentCost2030,ElecStatusIn2030,GridElecIn2030,OffGridElecIn2030,FinalElecCode2030,NewCapacity2030
0,0,0.04,33.0403,-13.42092,0.008,168913,7.861293617,1073,9,0.04,0.47488,2088,2.35,4.94393,64.1724,0.59966,1.9435,1.9435,221,2216,45.22036,3255268.891,-1653604.466,8.14421095,8.14421095,4.25557,94.55625,0,43.8,0,0,0,0,0,0,7.738,43.8,160.6,423.4,598.6,Malawi,5,1,5,3,5,3.9,1.107634822,0.07443585,8.813451761,12.69469163,10.26071796,12.69469163,8.813451761,0,0,4.25557,0,0,0,1,2018,5.5,556.0274934,0,0,0,0,0,0,3,10.26071796,449.4194466,1,1.371291512,1,1.836073405,0.812660692,0.368321638,SA_PV2023,0.368321638,3,0,0,0,1,0,0,SA_PV2023,0.368321638,3,1315.350658,128.192848,0,0,0,1,0,0,0,0,0,0,0,12.69469163,556.0274934,1,1.175405549,1,1.637019317,0.80879426,0.377506199,SA_PV2030,0.377506199,3,0,0,1,1,0,0,SA_PV2030,0.377506199,3,1107.559775,1,0,1,3,0.295885214
0,0,0.04,33.0403,-13.73009,0.008,168962,9.350385532,1104,14,0.04,0.25181,2046,1.2,4.90658,73.78219,0.8919,0.63468,0.63468,221,2216,26.61186,3252649.358,-1691419.453,7.940009,7.940009,3.90968,29.72222222,0,43.8,0,0,0,0,0,0,7.738,43.8,160.6,423.4,598.6,Malawi,5,1,5,3,5,3.9,1.107634822,0.072467649,10.48290216,15.09932929,12.20431057,15.09932929,10.48290216,0,0,3.90968,0,0,0,1,2018,5.5,661.3506229,0,0,0,0,0,0,3,12.20431057,534.548803,1,1.200929221,1,1.647281298,0.754840068,0.375882493,SA_PV2023,0.375882493,3,0,0,0,1,0,0,SA_PV2023,0.375882493,3,1596.621275,130.8243728,0,0,0,1,0,0,0,0,0,0,0,15.09932929,661.3506229,1,1.035905607,1,1.479563053,0.750973636,0.385255593,SA_PV2030,0.385255593,3,0,0,1,1,0,0,SA_PV2030,0.385255593,3,1344.397017,1,0,1,3,0.359156415
0,0,0.04,33.0403,-13.32175,0.008,168967,10.56646638,1078,8,0.04,0.47045,2076,2.28333,5.03052,57.51181,4.75418,8.46441,8.46441,221,2216,54.49096,3256096.405,-1641471.167,13.98734126,13.98734126,13.64515,102,0,43.8,0,0,0,0,0,0,7.738,43.8,160.6,423.4,598.6,Malawi,5,1,2,3,5,3.3,1.06063919,0.079080845,11.84627445,17.06309914,13.79156366,17.06309914,11.84627445,0,0,13.64515,0,0,0,1,2018,5.5,747.3637423,0,0,0,0,0,0,3,13.79156366,604.0704883,1,1.092338901,1,1.535739961,0.809308604,0.370450665,SA_PV2023,0.370450665,3,0,0,0,1,0,0,SA_PV2023,0.370450665,3,1778.199361,128.9338471,0,0,0,1,0,0,0,0,0,0,0,17.06309914,747.3637423,1,0.946050078,1,1.387100632,0.805442173,0.379688316,SA_PV2030,0.379688316,3,0,0,1,1,0,0,SA_PV2030,0.379688316,3,1497.290531,1,0,1,3,0.400002003
0,0,0.04,33.0403,-13.95093,0.008,169022,10.87977191,1104,8,0.04,0.70722,2050,1.18333,4.88636,67.78743,4.62776,5.15981,5.15981,221,2216,34.4394,3250741.502,-1718418.521,16.48063932,12.45383082,5.15979,47.22222222,0,43.8,0,0,0,0,0,0,7.738,43.8,160.6,423.4,598.6,Malawi,5,1,2,3,5,3.3,1.06063919,0.071411236,12.19752748,17.56903586,14.20049632,17.56903586,12.19752748,0,0,5.15979,0,0,0,1,2018,5.5,769.5237707,0,0,0,0,0,0,3,14.20049632,621.9817388,1,1.070958629,1,1.508231076,0.75400192,0.375149064,SA_PV2023,0.375149064,3,0,0,0,1,0,0,SA_PV2023,0.375149064,3,1854.146105,130.5691057,0,0,0,1,0,0,0,0,0,0,0,17.56903586,769.5237707,1,0.928857487,1,1.363820988,0.750135489,0.384503875,SA_PV2030,0.384503875,3,0,0,1,1,0,0,SA_PV2030,0.384503875,3,1561.239682,1,0,1,3,0.417086055
0,0,0.08001,33.0403,-13.52801,0.017,169023,24.19525702,1064,9,0.08001,0.33695,2069,1.65,4.54441,72.55086,2.2918,2.23575,2.23575,221,2216,36.2909,3254368.382,-1666704.239,1.83782981,1.83782981,2.44973,53.03769841,0,43.8,0,0,0,0,0,0,7.738,43.8,160.6,423.4,598.6,Malawi,5,1,5,3,5,3.9,1.107634822,0.054571406,27.1257812,39.0713465,31.58013431,39.0713465,27.1257812,0,0,2.44973,0,0,0,1,2018,5.5,1711.324977,0,0,0,0,0,0,3,31.58013431,1383.209883,1,0.661855236,1,1.072175918,0.777465529,0.371704002,SA_PV2023,0.371704002,3,0,0,0,1,0,0,SA_PV2023,0.371704002,3,4085.524062,129.3700661,0,0,0,1,0,0,0,0,0,0,0,39.0713465,1711.324977,1,0.593882846,1,1.003288793,0.773599098,0.380972907,SA_PV2030,0.380972907,3,0,0,1,1,0,0,SA_PV2030,0.380972907,3,3440.118485,1,0,1,3,0.919029578
0,0.200013759,0.20001,33.0403,-13.78426,0.042,169026,78.30540596,1116,14,0.20001,0.29063,2046,0.95,4.7234,71.5901,0.17537,0.02314,0.02314,221,2216,26.73759,3252184.229,-1698042.771,1.95015394,1.95015394,0.18189,76.68253968,0.200013759,43.8,0,0,0,0,0,0,7.738,43.8,160.6,423.4,598.6,Malawi,5,1,5,3,5,3.9,1.107634822,0.063138431,87.78973941,126.4503058,102.205785,126.4503058,87.78973941,87.79138934,0,0.18189,0,0,0,1,2018,5.5,5538.523394,0,0,0,0,0,0,3,102.205785,4476.613383,1,0.419582193,1,0.808863536,0.742270367,0.375882493,SA_PV2023,0.375882493,3,0,0,0,1,0,0,SA_PV2023,0.375882493,3,13371.00772,130.8243728,0,0,0,1,0,0,0,0,0,0,0,126.4503058,5538.523394,1,0.395051719,1,0.784131761,0.738403936,0.385255593,SA_PV2030,0.385255593,3,0,0,1,1,0,0,SA_PV2030,0.385255593,3,11258.73942,1,0,1,3,3.007778535
0,0,0.12001,33.0403,-13.67842,0.025,169030,147.9456647,1131,9,0.12001,0.78077,2055,1.21667,4.9874,76.25419,0.61269,1.13688,1.13688,221,2216,27.72591,3253091.302,-1685101.281,7.01446872,7.01446872,1.38077,93.55555556,0,43.8,0,0,0,0,0,0,7.738,43.8,160.6,423.4,598.6,Malawi,5,1,5,3,5,3.9,1.107634822,0.076753593,165.8648109,238.9078291,193.1016462,238.9078291,165.8648109,0,0,1.38077,0,0,0,1,2018,5.5,10464.16291,356.1560692,593.5934486,0,0,1016.064421,236.0374949,5,193.1016462,8457.852104,1,0.329916322,1,0.714068461,0.755678216,0.374236292,MG_PV2023,0.329916322,5,0,0,1,1,0,0,MG_PV2023,0.329916322,5,22876.51217,118.4687579,1,0,1,5,4.813734639,0,0,0,0,0,0,45.8061829,2006.310811,1,0.290153134,1,0.671764373,0.751811784,0.383568343,MG_PV2030,0.290153134,5,0,1,1,0.196643866,1.292796936,1,Grid_extension2030,0.196643866,1,2011.520272,1,1,0,1,0.336810168
0,0,0.68005,33.04054,-13.7446,0.143,169031,537.4870026,1111,9,0.68005,0.38204,2044,1.06667,4.71742,73.12881,0.32158,0.10854,0.10854,221,2216,26.4866,3252549.072,-1693193.72,6.33640149,6.33640149,2.30598,1,0,43.8,0,0,0,0,0,0,7.738,43.8,160.6,423.4,598.6,Malawi,5,1,5,3,5,3.9,1.107634822,0.062843234,602.5873095,867.9527934,701.5388064,867.9527934,602.5873095,0,1,2.30598,1,0,1,1,2018,5.5,38016.33235,1623.570774,2705.951291,0,0,3691.364803,265.0911655,1,701.5388064,30727.39972,1,0.303646789,1,0.684594092,0.748136395,0.376250284,MG_PV2023,0.303646789,5,1,0,1,0.08,0,0,Grid_extension2023,0.08,1,54262.20858,77.34740842,1,1,0,1,5.158373576,14884.05518,0,0,10000,15561.40625,317.0887139,166.413987,7288.932631,1,0.306773397,1,0.688459581,0.744269964,0.385632556,MG_PV2030,0.306773397,5,1,0,1,0.08,0,0,Grid_extension2030,0.08,1,7906.145342,1,1,0,1,1.223632257
0,0,0.12001,33.04057,-13.70787,0.025,169063,36.60823234,1119,8,0.12001,0.44416,2051,1.26667,4.75468,74.77476,1.06193,0.8222,0.8222,221,2216,26.91889,3252866.996,-1688702.025,8.77307445,8.77307445,2.49859,102,0,43.8,0,0,0,0,0,0,7.738,43.8,160.6,423.4,598.6,Malawi,5,1,2,3,5,3.3,1.06063919,0.064692381,41.04221335,59.1162528,47.78179844,59.1162528,41.04221335,0,0,2.49859,0,0,0,1,2018,5.5,2589.291873,0,0,0,0,0,0,3,47.78179844,2092.842772,1,0.548970372,1,0.948720604,0.758192156,0.374966153,SA_PV2023,0.374966153,3,0,0,0,1,0,0,SA_PV2023,0.374966153,3,6235.784844,130.5054445,0,0,0,1,0,0,0,0,0,0,0,59.1162528,2589.291873,1,0.501761075,1,0.900957432,0.754325724,0.384316404,SA_PV2030,0.384316404,3,0,0,1,1,0,0,SA_PV2030,0.384316404,3,5250.694498,1,0,1,3,1.402725973
0,0,0.12001,33.04057,-13.33814,0.025,169064,54.0828766,1078,9,0.12001,0.3714,2080,2.23333,5.03052,58.49831,3.44933,6.65601,6.65601,221,2216,52.89893,3255987.446,-1643476.521,12.99534804,12.99534804,12.17422,102,0,43.8,0,0,0,0,0,0,7.738,43.8,160.6,423.4,598.6,Malawi,5,1,5,3,5,3.9,1.107634822,0.079080845,60.63338265,87.33491897,70.5900543,87.33491897,60.63338265,0,0,12.17422,0,0,0,1,2018,5.5,3825.269451,0,0,0,0,0,0,3,70.5900543,3091.844378,1,0.456386504,1,0.854003937,0.806794664,0.36973826,SA_PV2023,0.36973826,3,0,0,0,1,0,0,SA_PV2023,0.36973826,3,9083.944488,128.6858974,0,0,0,1,0,0,0,0,0,0,0,87.33491897,3825.269451,1,0.424023305,1,0.82129224,0.802928232,0.378958146,SA_PV2030,0.378958146,3,0,0,1,1,0,0,SA_PV2030,0.378958146,3,7648.919668,1,0,1,3,2.043413168
