IsUrban,NTLBin,NTLArea,X_deg,Y_deg,GridCellArea,ID,Pop,Elevation,LandCover,NightLights,Slope,GHI,TravelHours,WindVel,SubstationDist,RoadDist,CurrentMVLineDist,PlannedMVLinedist,Hydropower,HydropowerFID,HydropowerDist,X,Y,CurrentHVLineDist,PlannedHVLineDist,TransformerDist,ResidentialDemandTierCustom,NTLBin.1,PerCapitaDemand,HealthDemand,EducationDemand,AgriDemand,ElectrificationOrder,Conflict,CommercialDemand,ResidentialDemandTier1,ResidentialDemandTier2,ResidentialDemandTier3,ResidentialDemandTier4,ResidentialDemandTier5,Country,RoadDistClassified,SubstationDistClassified,LandCoverClassified,ElevationClassified,SlopeClassified,GridClassification,GridPenalty,WindCF,PopStartYear,PopEndYear,Pop2023,Pop2030,Pop2018,ElecPop,ElecPopCalib,ElecStart,GridDistCalibElec,Elec_Initial_Status_Grid2018,Elec_Init_Status_Offgrid2018,Actual_Elec_Status_2018,FinalElecCode2018,GridReachYear,NumPeoplePerHH,TotalEnergyPerCell,InvestmentCostLV2030,InvestmentCostMV2030,InvestmentCostHV2030,InvestmentCostTransformer2030,InvestmentCostConnection2030,InfrastructureCapitaCost2030,ResultsNoTimestep,NewConnections2023,EnergyPerSettlement2023,MG_Hydro2023,MG_PV2023,MG_Wind2023,MG_Diesel2023,SA_Diesel2023,SA_PV2023,Minimum_Tech_Off_grid2023,Minimum_LCOE_Off_grid2023,Off_Grid_Code2023,Elec_Initial_Status_Grid2023,Elec_Init_Status_Offgrid2023,Actual_Elec_Status_2023,Grid_extension2023,MinGridDist2023,ElectrificationOrder2023,MinimumOverall2023,MinimumOverallLCOE2023,MinimumOverallCode2023,InvestmentCost2023,InvestmentCapita2023,ElecStatusIn2023,GridElecIn2023,OffGridElecIn2023,FinalElecCode2023,NewCapacity2023,InvestmentCostLV2023,InvestmentCostMV2023,InvestmentCostHV2023,InvestmentCostTransformer2023,InvestmentCostConnection2023,InfrastructureCapitaCost2023,NewConnections2030,EnergyPerSettlement2030,MG_Hydro2030,MG_PV2030,MG_Wind2030,MG_Diesel2030,SA_Diesel2030,SA_PV2030,Minimum_Tech_Off_grid2030,Minimum_LCOE_Off_grid2030,Off_Grid_Code2030,Elec_Initial_Status_Grid2030,Elec_Init_Status_Offgrid2030,Actual_Elec_Status_2030,Grid_extension2030,MinGridDist2030,ElectrificationOrder2030,MinimumOverall2030,MinimumOverallLCOE2030,MinimumOverallCode2030,InvestmentCost2030,ElecStatusIn2030,GridElecIn2030,OffGridElecIn2030,FinalElecCode2030,NewCapacity2030
0,0,0.08001,33.21364,-13.93051,0.017,168913,40.28892511,1115,9,0.08001,0.65424,2047,0.63333,4.94884,49.41656,0.39283,0.24657,0.24657,221,2216,21.21672,3267974.88,-1715922.793,13.63067583,6.48544865,0.66515,139.6643519,0,43.8,0,0,0,0,0,0,7.738,43.8,160.6,423.4,598.6,Malawi,5,1,5,3,5,3.9,1.107634822,0.074696195,45.16871081,65.0599641,52.5859124,65.0599641,45.16871081,0,0,0,0.66515,0,0,0,1,2018,5.5,2849.626428,0,0,0,0,0,0,3,52.5859124,2303.262963,1,0.506191238,1,0.901182082,0.726348578,0.375698867,SA_PV2023,0.375698867,3,0,0,0,1,0,0,SA_PV2023,0.375698867,3,6876.158225,130.7604625,0,0,0,1,0,0,0,0,0,0,0,65.0599641,2849.626428,1,0.464950137,1,0.85936951,0.722482147,0.385067388,SA_PV2030,0.385067388,3,0,0,1,1,0,0,SA_PV2030,0.385067388,3,5789.905691,1,0,1,3,1.546776544
0,0,0.24002,33.21364,-13.9369,0.05,168962,55.61190894,1115,14,0.24002,0.65424,2047,0.63333,4.94884,49.31612,0.89523,0.33451,0.33451,221,2216,21.87622,3267919.018,-1716703.778,14.3372514,7.178333,0.39683,160.9246032,0,43.8,0,0,0,0,0,0,7.738,43.8,160.6,423.4,598.6,Malawi,5,1,5,3,5,3.9,1.107634822,0.074696195,62.34761105,89.80405383,72.58577795,89.80405383,62.34761105,0,0,0,0.39683,0,0,0,1,2018,5.5,3933.417558,0,0,0,0,0,0,3,72.58577795,3179.257074,1,0.489376428,1,0.883150143,0.726348578,0.375698867,SA_PV2023,0.375698867,3,0,0,0,1,0,0,SA_PV2023,0.375698867,3,9491.349893,130.7604625,0,0,0,1,0,0,0,0,0,0,0,89.80405383,3933.417558,1,0.454418065,1,0.847948928,0.722482147,0.385067388,SA_PV2030,0.385067388,3,0,0,1,1,0,0,SA_PV2030,0.385067388,3,7991.965712,1,0,1,3,2.135058111
0,0,0.16001,33.21364,-13.40196,0.034,168967,59.61566553,1064,9,0.16001,0.6578,2075,2.1,4.91695,49.89551,6.15815,1.26881,1.26881,3862,12100,44.57928,3272506.928,-1651285.012,6.63714297,6.63714297,2.95076,114.4833333,0,43.8,0,0,0,0,0,0,7.738,43.8,160.6,423.4,598.6,Malawi,4,1,5,3,5,3.75,1.093553159,0.073011931,66.83630176,96.26945987,77.81156128,96.26945987,66.83630176,0,0,0,2.95076,0,0,0,1,2018,5.5,4216.602342,0,0,0,0,0,0,3,77.81156128,3408.146384,1,0.452551979,1,0.849177742,0.800090991,0.370629195,SA_PV2023,0.370629195,3,0,0,0,1,0,0,SA_PV2023,0.370629195,3,10037.37891,128.9959839,0,0,0,1,0,0,0,0,0,0,0,96.26945987,4216.602342,1,0.421779173,1,0.818134128,0.79622456,0.379871298,SA_PV2030,0.379871298,3,0,0,1,1,0,0,SA_PV2030,0.379871298,3,8451.736474,1,0,1,3,2.257886127
0,0,0.24002,33.21364,-13.46801,0.051,169022,76.46307915,1080,9,0.24002,0.46353,2073,2.01667,4.89262,55.96974,1.64106,1.88222,1.88222,221,2216,32.36301,3271950.288,-1659364.564,10.52439529,10.52439529,3.44712,102,0,43.8,0,0,0,0,0,0,7.738,43.8,160.6,423.4,598.6,Malawi,5,1,5,3,5,3.9,1.107634822,0.071737607,85.72427039,123.4752521,99.80114314,123.4752521,85.72427039,0,0,0,3.44712,0,0,0,1,2018,5.5,5408.216042,0,0,0,0,0,0,3,99.80114314,4371.29007,1,0.430488326,1,0.825169177,0.795901258,0.370986773,SA_PV2023,0.370986773,3,0,0,0,1,0,0,SA_PV2023,0.370986773,3,12886.36725,129.1204374,0,0,0,1,0,0,0,0,0,0,0,123.4752521,5408.216042,1,0.404435486,1,0.798975203,0.792034827,0.380237793,SA_PV2030,0.380237793,3,0,0,1,1,0,0,SA_PV2030,0.380237793,3,10850.65943,1,0,1,3,2.898759737
0,0,0.32002,33.21385,-9.54661,0.068,169023,61.80951234,1342,8,0.32002,1.37792,2178,2.18333,5.44137,88.15879,0.25976,1.84529,1.84529,337,3052,49.59534,3300259.234,-1178295.059,18.25672403,18.25672403,1.90637,29.41203704,0,43.8,0,0,0,0,0,0,7.738,43.8,160.6,423.4,598.6,Malawi,5,1,2,3,5,3.3,1.06063919,0.102544057,69.29586681,99.81216036,80.6750141,99.81216036,69.29586681,0,0,0,1.90637,0,0,0,1,2018,5.5,4371.772624,0,0,0,0,0,0,3,80.6750141,3533.565618,1,0.477081674,0.794258123,0.884315745,0.804280724,0.353101736,SA_PV2023,0.353101736,3,0,0,1,1,0,0,SA_PV2023,0.353101736,3,9914.60611,122.8956229,1,0,1,3,1.802655656,0,0,0,0,0,0,19.13714626,838.2070062,1,1.618082479,1.938498061,2.124400684,0.800414292,0.36190677,SA_PV2030,0.36190677,3,0,1,1,1,0,0,SA_PV2030,0.36190677,3,1600.644231,1,0,1,3,0.427613002
0,0,0.16001,33.21385,-13.62655,0.034,169026,71.52969532,1082,12,0.16001,0.33978,2063,1.98333,4.92451,63.76736,3.94606,8.52526,8.52526,221,2216,15.88773,3270623.277,-1678757.099,19.98276912,19.98276912,8.54631,42.76190476,0,43.8,0,0,0,0,0,0,7.738,43.8,160.6,423.4,598.6,Malawi,5,1,3,3,5,3.5,1.073728975,0.073409784,80.1933562,115.5086515,93.36199171,115.5086515,80.1933562,0,0,0,8.54631,0,0,0,1,2018,5.5,5059.278936,0,0,0,0,0,0,3,93.36199171,4089.255237,1,0.4225415,1,0.815689985,0.794224963,0.372785061,SA_PV2023,0.372785061,3,0,0,0,1,0,0,SA_PV2023,0.372785061,3,12113.37524,129.7463241,0,0,0,1,0,0,0,0,0,0,0,115.5086515,5059.278936,1,0.396730463,1,0.789641735,0.790358532,0.382080923,SA_PV2030,0.382080923,3,0,0,1,1,0,0,SA_PV2030,0.382080923,3,10199.77987,1,0,1,3,2.724876898
0,0,0.12001,33.21392,-13.23981,0.025,169030,11.05761191,1074,9,0.12001,0.36359,2058,1.85,5.0151,36.90294,5.71465,5.75051,5.75051,3862,12100,45.02168,3273889.358,-1631443.617,2.88853026,2.88853026,6.59598,102,0,43.8,0,0,0,0,0,0,7.738,43.8,160.6,423.4,598.6,Malawi,4,1,5,3,5,3.75,1.093553159,0.078245419,12.39690742,17.8562181,14.43261665,17.8562181,12.39690742,0,0,0,6.59598,0,0,0,1,2018,5.5,782.1023528,0,0,0,0,0,0,3,14.43261665,632.1486093,1,1.149833426,1,1.594905043,0.78752129,0.373690758,SA_PV2023,0.373690758,3,0,0,0,1,0,0,SA_PV2023,0.373690758,3,1877.128469,130.0615484,0,0,0,1,0,0,0,0,0,0,0,17.8562181,782.1023528,1,1.000164931,1,1.443251234,0.783654859,0.383009205,SA_PV2030,0.383009205,3,0,0,1,1,0,0,SA_PV2030,0.383009205,3,1580.591436,1,0,1,3,0.422255886
0,0,0.08001,33.21406,-13.59676,0.017,169031,19.07458468,1092,9,0.08001,0.45044,2068,1.9,4.97556,65.91808,6.51256,5.99581,5.99581,221,2216,18.82645,3270898.222,-1675113.413,18.13791179,18.13791179,5.98179,74.61111111,0,43.8,0,0,0,0,0,0,7.738,43.8,160.6,423.4,598.6,Malawi,4,1,5,3,5,3.75,1.093553159,0.076119454,21.38489416,30.80230587,24.89653016,30.80230587,21.38489416,0,0,0,5.98179,0,0,0,1,2018,5.5,1349.140997,0,0,0,0,0,0,3,24.89653016,1090.468021,1,0.765333391,1,1.1835689,0.79003523,0.371883743,SA_PV2023,0.371883743,3,0,0,0,1,0,0,SA_PV2023,0.371883743,3,3222.42323,129.4326241,0,0,0,1,0,0,0,0,0,0,0,30.80230587,1349.140997,1,0.679635545,1,1.096698295,0.786168799,0.38115713,SA_PV2030,0.38115713,3,0,0,1,1,0,0,SA_PV2030,0.38115713,3,2713.364932,1,0,1,3,0.72487696
0,0,0.08001,33.21406,-13.99593,0.017,169063,20.93906128,1117,14,0.08001,0.28121,2044,1.28333,4.73231,48.81933,5.82316,5.61592,5.61592,221,2216,28.06631,3267442.68,-1723919.012,20.86333447,13.56740954,5.49406,158.9259259,0,43.8,0,0,0,0,0,0,7.738,43.8,160.6,423.4,598.6,Malawi,4,1,5,3,5,3.75,1.093553159,0.063579388,23.47519575,33.81312784,27.33008238,33.81312784,23.47519575,0,0,0,5.49406,0,0,0,1,2018,5.5,1481.014999,0,0,0,0,0,0,3,27.33008238,1197.057608,1,0.724021858,1,1.135842708,0.759029801,0.376250284,SA_PV2023,0.376250284,3,0,0,0,1,0,0,SA_PV2023,0.376250284,3,3578.939359,130.952381,0,0,0,1,0,0,0,0,0,0,0,33.81312784,1481.014999,1,0.645791413,1,1.056522939,0.755163369,0.385632556,SA_PV2030,0.385632556,3,0,0,1,1,0,0,SA_PV2030,0.385632556,3,3013.56087,1,0,1,3,0.805074472
0,0,0.12001,33.21419,-13.83232,0.025,169064,51.01290723,1059,9,0.12001,0.19809,2051,1.15,4.60132,52.09848,0.01176,5.5657,5.5657,221,2216,11.7529,3268884.883,-1703918.352,2.77005615,2.77005615,5.55604,63.33333333,0,43.8,0,0,0,0,0,0,7.738,43.8,160.6,423.4,598.6,Malawi,5,1,5,3,5,3.9,1.107634822,0.057234174,57.19157927,82.37742516,66.58306876,82.37742516,57.19157927,0,0,0,5.55604,0,0,0,1,2018,5.5,3608.131222,0,0,0,0,0,0,3,66.58306876,2916.338412,1,0.470362512,1,0.864183148,0.752326128,0.374966153,SA_PV2023,0.374966153,3,0,0,0,1,0,0,SA_PV2023,0.374966153,3,8689.452985,130.5054445,0,0,0,1,0,0,0,0,0,0,0,82.37742516,3608.131222,1,0.43613627,1,0.829556744,0.748459696,0.384316404,SA_PV2030,0.384316404,3,0,0,1,1,0,0,SA_PV2030,0.384316404,3,7316.747469,1,0,1,3,1.954673179
